timestamp,frigo,dishwasher,kettle,coffe_maker,sandwichmaker,microwave
2020-02-27 18:25:00,1.0,.,.,.,.,.
2020-02-27 21:07:00,1.0,.,.,.,.,.
2020-02-28 15:03:00,1.0,.,.,.,.,.
2020-02-28 21:15:00,1.0,.,.,.,.,.
2020-02-29 00:18:00,1.0,.,.,.,.,.
2020-02-29 09:04:00,1.0,.,.,.,.,.
2020-02-29 09:05:00,1.0,.,.,.,.,.
2020-02-29 15:20:00,1.0,.,.,.,.,.
2020-02-29 19:48:00,1.0,.,.,.,.,.
2020-03-03 10:49:00,1.0,.,.,.,.,.
2020-03-04 21:34:00,1.0,.,.,.,.,.
2020-03-04 22:22:00,1.0,.,.,.,.,.
2020-03-08 21:16:00,1.0,.,.,.,.,.
2020-03-10 10:32:00,1.0,.,.,.,.,.
2020-03-12 12:34:00,1.0,.,.,.,.,.
2020-03-12 12:39:00,1.0,.,.,.,.,.
2020-03-12 15:36:50,1.0,.,.,.,.,.
2020-03-13 10:50:00,1.0,.,.,.,.,.
2020-03-13 11:43:00,1.0,.,.,.,.,.
2020-03-13 11:50:00,1.0,.,.,.,.,.
2020-03-13 11:58:00,1.0,.,.,.,.,.
2020-03-13 11:59:00,1.0,.,.,.,.,.
2020-03-13 12:14:00,1.0,.,.,.,.,.
2020-03-13 17:12:00,1.0,.,.,.,.,.
2020-03-13 18:57:00,1.0,.,.,.,.,.
2020-03-13 19:46:00,1.0,.,.,.,.,.
2020-03-14 00:03:00,1.0,.,.,.,.,.
2020-03-14 00:47:00,1.0,.,.,.,.,.
2020-03-14 11:21:00,1.0,.,.,.,.,.
2020-03-15 10:16:00,1.0,.,.,.,.,.
2020-03-15 10:34:00,1.0,.,.,.,.,.
2020-03-15 13:07:00,1.0,.,.,.,.,.
2020-03-15 13:11:00,1.0,.,.,.,.,.
2020-03-15 18:46:00,1.0,.,.,.,.,.
2020-03-15 18:47:00,1.0,.,.,.,.,.
2020-03-15 19:01:00,1.0,.,.,.,.,.
2020-03-16 12:01:00,1.0,.,.,.,.,.
2020-03-17 12:45:00,1.0,.,.,.,.,.
2020-03-17 12:47:00,1.0,.,.,.,.,.
2020-03-17 19:46:00,1.0,.,.,.,.,.
2020-03-17 19:48:00,1.0,.,.,.,.,.
2020-03-18 12:00:00,1.0,.,.,.,.,.
2020-03-18 13:06:00,1.0,.,.,.,.,.
2020-03-19 11:19:00,1.0,.,.,.,.,.
2020-03-19 12:02:00,1.0,.,.,.,.,.
2020-03-19 15:26:00,1.0,.,.,.,.,.
2020-03-19 22:17:00,1.0,.,.,.,.,.
2020-03-20 16:30:00,1.0,.,.,.,.,.
2020-03-21 13:46:00,1.0,.,.,.,.,.
2020-03-21 15:50:00,1.0,.,.,.,.,.
2020-03-21 19:40:59,1.0,.,.,.,.,.
2020-03-21 19:41:57,1.0,.,.,.,.,.
2020-03-22 18:21:00,1.0,.,.,.,.,.
2020-03-22 21:07:00,1.0,.,.,.,.,.
2020-03-23 11:33:00,1.0,.,.,.,.,.
2020-03-23 21:05:00,1.0,.,.,.,1940.0,.
2020-03-23 21:10:00,1.0,.,.,.,.,.
2020-03-23 21:30:00,1.0,.,.,.,.,.
2020-03-24 12:34:00,1.0,.,.,.,.,.
2020-03-25 11:48:00,1.0,.,.,418.0,.,.
2020-03-25 14:08:00,1.0,.,.,.,.,.
2020-03-26 12:07:00,1.0,.,.,.,.,.
2020-03-26 12:54:00,1.0,12.0,.,115.0,.,.
2020-03-27 22:16:00,1.0,.,.,.,.,.
2020-03-28 13:13:00,1.0,.,.,.,.,.
2020-03-28 18:36:00,1.0,.,.,.,.,.
2020-03-28 18:44:00,1.0,.,.,.,.,.
2020-03-28 18:51:00,1.0,.,.,.,.,.
2020-03-29 21:20:00,1.0,.,.,.,2006.0,.
2020-03-29 21:26:00,1.0,.,.,.,.,.
2020-03-30 17:20:00,1.0,.,.,.,.,.
2020-03-30 17:31:00,1.0,.,.,.,.,.
2020-03-30 19:58:00,1.0,8.0,.,.,.,.
2020-03-31 08:17:00,1.0,.,.,111.0,.,.
2020-03-31 12:07:00,1.0,.,.,.,.,.
2020-03-31 18:07:00,1.0,.,.,.,.,.
2020-03-31 18:26:00,1.0,.,.,.,.,.
2020-03-31 23:55:00,1.0,.,.,.,.,.
2020-04-01 00:29:00,1.0,.,.,.,.,.
2020-04-01 12:42:00,1.0,.,.,.,.,.
2020-04-01 12:47:00,1.0,.,.,.,.,.
2020-04-01 12:50:00,1.0,.,.,.,.,.
2020-04-01 12:53:00,1.0,.,.,.,.,.
2020-04-01 13:37:00,1.0,.,.,.,.,.
2020-04-02 10:14:00,1.0,.,.,.,.,.
2020-04-02 16:25:00,1.0,.,.,.,.,.
2020-04-02 16:54:00,1.0,.,.,.,.,.
2020-04-02 17:09:00,1.0,.,.,.,.,.
2020-04-02 19:36:00,1.0,.,.,.,.,.
2020-04-04 20:03:00,1.0,.,.,.,.,.
2020-04-06 11:06:00,1.0,.,.,.,.,.
2020-04-06 12:40:00,1.0,.,.,.,.,.
2020-04-06 12:43:00,1.0,.,.,.,.,.
2020-04-06 18:50:00,1.0,.,.,.,.,.
2020-04-07 15:25:59,1.0,.,.,.,.,.
2020-04-07 20:16:00,1.0,11.0,.,.,.,.
2020-04-08 12:01:00,1.0,.,.,.,.,.
2020-04-08 12:02:00,1.0,.,.,.,.,.
2020-04-08 18:45:00,1.0,.,.,.,.,.
2020-04-08 18:46:00,1.0,.,.,.,.,.
2020-04-08 18:50:00,1.0,.,.,.,.,.
2020-04-08 23:12:00,1.0,.,.,.,.,.
2020-04-09 13:33:00,1.0,.,.,.,.,.
2020-04-09 13:35:00,1.0,.,.,.,.,.
2020-04-10 12:28:00,1.0,.,.,.,.,.
2020-04-10 12:45:00,1.0,.,.,.,.,.
2020-04-10 12:59:00,1.0,.,.,.,.,.
2020-04-10 17:06:00,1.0,.,.,.,.,.
2020-04-10 17:07:00,1.0,.,.,.,.,.
2020-04-10 17:08:00,1.0,.,.,.,.,.
2020-04-10 17:09:00,1.0,.,.,.,.,.
2020-04-10 17:10:00,1.0,.,.,.,.,.
2020-04-10 19:31:00,1.0,.,.,.,.,.
2020-04-10 19:33:00,1.0,.,.,.,.,.
2020-04-11 18:08:00,1.0,.,.,.,.,.
2020-04-11 18:09:00,1.0,.,.,.,.,.
2020-04-11 18:31:00,1.0,.,.,.,.,.
2020-04-11 19:51:00,1.0,.,.,.,.,.
2020-04-11 19:54:00,1.0,.,.,.,.,.
2020-04-11 20:06:00,1.0,.,.,.,.,.
2020-04-12 09:49:00,1.0,.,.,.,.,.
2020-04-12 10:27:00,1.0,.,.,.,.,.
2020-04-12 15:39:00,1.0,.,.,.,.,.
2020-04-13 10:30:00,1.0,.,.,.,.,.
2020-04-13 10:34:00,1.0,.,.,.,.,.
2020-04-13 11:13:00,1.0,.,.,.,.,.
2020-04-13 11:14:00,1.0,.,.,.,.,.
2020-04-13 12:05:00,1.0,.,.,.,.,.
2020-04-13 14:57:00,1.0,.,.,.,.,.
2020-04-13 15:09:00,1.0,.,.,.,.,.
2020-04-13 22:48:00,1.0,.,.,.,.,.
2020-04-14 11:01:00,1.0,.,.,.,.,.
2020-04-14 11:30:00,1.0,.,.,.,.,.
2020-04-14 16:03:00,1.0,.,.,.,.,.
2020-04-14 16:57:00,1.0,.,.,.,.,.
2020-04-14 22:49:00,1.0,.,.,.,.,.
2020-04-15 14:19:00,1.0,.,.,.,.,.
2020-04-15 15:11:00,1.0,.,.,.,.,.
2020-04-15 15:12:00,1.0,.,.,.,.,.
2020-04-15 18:10:00,1.0,.,.,.,.,.
2020-04-15 18:17:00,1.0,.,.,.,.,.
2020-04-16 13:24:00,1.0,.,.,.,.,.
2020-04-16 17:54:00,1.0,.,.,.,.,.
2020-04-16 23:59:00,1.0,.,.,.,.,.
2020-04-17 11:45:00,1.0,.,.,.,.,.
2020-04-17 18:00:00,1.0,.,.,.,.,.
2020-04-17 18:01:00,1.0,.,.,.,.,.
2020-04-17 18:14:00,1.0,.,.,.,.,.
2020-04-17 21:46:00,1.0,.,.,.,.,.
2020-04-17 21:51:00,1.0,.,.,.,.,.
2020-04-17 22:03:00,1.0,.,.,.,.,.
2020-04-18 11:57:00,1.0,.,.,.,.,.
2020-04-19 17:45:00,1.0,.,.,.,.,.
2020-04-20 13:42:00,1.0,.,.,.,.,.
2020-04-21 11:32:00,1.0,.,.,.,.,.
2020-04-23 08:52:00,1.0,8.0,.,.,.,.
2020-04-23 11:37:00,1.0,.,.,.,.,.
2020-04-25 13:57:00,1.0,.,.,.,.,.
2020-04-25 14:23:00,1.0,.,.,.,.,.
2020-04-25 16:59:00,1.0,.,.,.,.,.
2020-04-25 18:18:00,1.0,.,.,.,.,.
2020-04-26 11:32:00,1.0,.,.,.,.,.
2020-04-26 11:44:00,1.0,.,.,.,.,.
2020-04-26 12:38:00,1.0,65.0,.,.,.,.
2020-04-26 13:43:00,1.0,.,.,.,.,.
2020-04-26 13:47:00,1.0,.,.,.,.,.
2020-04-26 16:48:00,1.0,.,.,.,.,.
2020-04-26 19:23:00,1.0,.,.,.,.,.
2020-04-26 19:35:00,1.0,.,.,.,.,.
2020-04-26 19:36:00,1.0,.,.,.,.,.
2020-04-26 19:41:00,1.0,.,.,.,.,.
2020-04-27 16:46:00,1.0,.,.,.,.,.
2020-04-27 17:06:00,1.0,.,.,.,.,.
2020-04-27 19:10:00,1.0,.,.,.,.,.
2020-04-27 21:37:00,1.0,.,.,.,1879.0,.
2020-04-27 21:39:00,1.0,.,.,.,.,.
2020-04-27 21:46:00,1.0,.,.,.,.,.
2020-04-28 11:44:00,1.0,.,.,1221.0,.,.
2020-04-28 14:04:00,1.0,.,.,.,.,.
2020-04-28 14:05:00,1.0,2.0,.,.,.,.
2020-04-28 17:59:00,1.0,.,.,.,.,.
2020-05-02 19:23:00,1.0,.,.,.,1957.0,.
2020-05-07 13:39:00,1.0,.,.,.,.,.
2020-05-08 11:25:00,1.0,.,.,.,1895.0,.
2020-05-08 11:31:00,1.0,.,.,.,.,.
2020-05-08 11:42:59,1.0,.,.,.,.,.
2020-05-10 12:19:00,1.0,.,.,.,.,.
2020-05-10 12:22:00,1.0,.,.,.,.,.
2020-05-10 12:23:00,1.0,.,.,.,.,.
2020-05-10 12:59:00,1.0,.,.,.,.,.
2020-05-10 13:20:00,1.0,.,.,.,.,.
2020-05-10 13:22:00,1.0,.,.,.,.,.
2020-05-10 13:27:00,1.0,.,.,.,.,.
2020-05-10 15:15:00,1.0,.,.,.,.,.
2020-05-10 15:19:00,1.0,.,.,.,.,.
2020-05-11 09:36:00,1.0,.,.,.,.,.
2020-05-11 11:20:00,1.0,.,.,.,.,.
2020-05-11 13:43:00,1.0,.,.,.,.,.
2020-05-11 14:01:00,1.0,.,.,.,.,.
2020-05-12 10:47:00,1.0,.,.,.,.,.
2020-05-12 10:48:00,1.0,.,.,.,.,.
2020-05-12 12:34:00,1.0,.,.,.,.,.
2020-05-13 10:49:00,1.0,.,.,.,1965.0,.
2020-05-13 10:55:00,1.0,.,.,.,1.0,.
2020-05-13 14:17:00,1.0,.,.,.,.,.
2020-05-14 10:38:00,1.0,.,.,.,.,.
2020-05-14 12:48:00,1.0,67.0,.,.,.,.
2020-05-16 14:47:00,1.0,.,.,.,.,.
2020-05-16 14:53:00,1.0,.,.,.,.,.
2020-05-17 11:31:00,1.0,.,.,.,.,.
2020-05-18 11:27:00,1.0,.,.,.,.,.
2020-05-18 12:04:00,1.0,.,.,.,.,.
2020-05-18 19:35:00,1.0,.,.,.,.,.
2020-05-18 20:27:00,1.0,.,.,.,.,.
2020-05-19 12:20:00,1.0,2170.0,.,.,.,.
2020-05-21 15:39:00,1.0,.,.,.,.,.
2020-05-21 15:42:00,1.0,.,.,.,.,.
2020-05-21 15:46:00,1.0,.,.,1252.0,.,.
2020-05-22 10:51:00,1.0,.,.,.,.,.
2020-05-22 11:04:00,1.0,.,.,.,.,.
2020-05-22 18:07:00,1.0,.,.,.,.,.
2020-05-22 18:12:00,1.0,.,.,.,.,.
2020-05-22 19:21:00,1.0,.,.,.,.,.
